TOTAL LOAD & VER GENERATION IN THE BPA CONTROL AREA (Balancing Authority Area),,,,,,,,,,,,
Date/Time,Date/Time (UTC),TOTAL WIND BASE SCHEDULE (FORECAST) IN BPA CONTROL AREA (MW; SCADA 187517,TOTAL WIND BASEPOINT (FORECAST) IN BPA CONTROL AREA (MW; SCADA 103349,TOTAL WIND GENERATION  IN BPA CONTROL AREA (MW; SCADA 79687),TOTAL BPA CONTROL AREA LOAD (MW; SCADA 45583),TOTAL HYDRO GENERATION (MW; SCADA 79682),TOTAL FOSSIL/BIOMASS GENERATION (MW; SCADA 164377),TOTAL NUCLEAR GENERATION (MW; 70681),NET INTERCHANGE (MW; SCADA 45581),TOTAL SOLAR BASE SCHEDULE (FORECAST) IN BPA CONTROL AREA (MW; SCADA 187513),TOTAL SOLAR Basepoint (FORECAST) IN BPA CONTROL AREA (MW; SCADA 177165),TOTAL SOLAR GENERATION  IN BPA CONTROL AREA (MW; SCADA 142383)
08/28/24 04:00,08/28/24 11:00,493,515,527,5024,4986,736,1140,2365,,0,0
08/28/24 04:05,08/28/24 11:05,485,523,518,5044,5020,742,1144,2384,,0,0
08/28/24 04:10,08/28/24 11:10,476,528,521,5091,5028,754,1145,2355,,0,0
08/28/24 04:15,08/28/24 11:15,476,520,523,5176,5026,755,1146,2270,,0,0
08/28/24 04:20,08/28/24 11:20,476,518,525,5120,4998,755,1147,2305,,0,0
08/28/24 04:25,08/28/24 11:25,476,523,522,5198,5030,756,1146,2251,,0,0
08/28/24 04:30,08/28/24 11:30,476,526,510,5227,5032,757,1146,2218,,0,0
08/28/24 04:35,08/28/24 11:35,476,521,535,5240,5031,756,1146,2228,,0,0
08/28/24 04:40,08/28/24 11:40,476,515,553,5277,5037,752,1147,2217,,0,0
08/28/24 04:45,08/28/24 11:45,476,529,566,5267,5054,755,1147,2256,,0,0
08/28/24 04:50,08/28/24 11:50,477,550,579,5194,5049,751,1147,2328,,0,0
08/28/24 04:55,08/28/24 11:55,482,564,569,5236,5220,774,1148,2474,,0,0
08/28/24 05:00,08/28/24 12:00,488,569,552,5328,5290,793,1146,2456,,0,0
08/28/24 05:05,08/28/24 12:05,495,571,549,5411,5510,834,1146,2633,,0,0
08/28/24 05:10,08/28/24 12:10,501,558,522,5444,5606,854,1148,2684,,0,0
08/28/24 05:15,08/28/24 12:15,501,547,516,5487,5603,860,1147,2650,,0,0
08/28/24 05:20,08/28/24 12:20,501,531,499,5519,5623,863,1142,2609,,0,0
08/28/24 05:25,08/28/24 12:25,501,513,496,5536,5598,866,1146,2578,,0,0
08/28/24 05:30,08/28/24 12:30,501,502,505,5581,5599,864,1147,2545,,0,0
08/28/24 05:35,08/28/24 12:35,501,497,494,5612,5637,865,1146,2544,,0,0
08/28/24 05:40,08/28/24 12:40,501,501,508,5554,5642,866,1143,2599,,0,0
08/28/24 05:45,08/28/24 12:45,500,502,516,5678,5638,869,1146,2497,,0,0
08/28/24 05:50,08/28/24 12:50,500,505,523,5703,5629,888,1147,2492,,0,0
08/28/24 05:55,08/28/24 12:55,499,520,529,5729,5796,938,1147,2682,3,0,0
08/28/24 06:00,08/28/24 13:00,497,524,505,5736,6264,968,1142,3150,5,0,0
08/28/24 06:05,08/28/24 13:05,494,522,489,5894,6732,996,1148,3470,8,0,0
08/28/24 06:10,08/28/24 13:10,492,505,477,5949,7037,1022,1142,3734,11,0,0
08/28/24 06:15,08/28/24 13:15,492,489,465,6007,7177,1017,1147,3799,11,0,0
08/28/24 06:20,08/28/24 13:20,492,478,437,6045,7174,1017,1146,3733,11,1,0
08/28/24 06:25,08/28/24 13:25,492,465,431,5983,7168,1018,1142,3781,11,2,0
08/28/24 06:30,08/28/24 13:30,492,447,435,6010,7153,1020,1146,3748,11,4,1
08/28/24 06:35,08/28/24 13:35,492,439,441,6108,7298,1017,1146,3797,11,9,3
08/28/24 06:40,08/28/24 13:40,492,438,447,6151,7387,1017,1147,3854,11,14,5
08/28/24 06:45,08/28/24 13:45,492,439,451,6074,7236,1017,1140,3786,11,16,9
08/28/24 06:50,08/28/24 13:50,492,447,468,6196,7217,1016,1146,3667,12,21,14
08/28/24 06:55,08/28/24 13:55,458,453,463,6201,7158,1017,1141,3593,25,25,19
08/28/24 07:00,08/28/24 14:00,424,464,466,6221,7138,1019,1146,3573,40,29,26
08/28/24 07:05,08/28/24 14:05,390,469,445,6215,7328,1021,1144,3756,54,34,32
08/28/24 07:10,08/28/24 14:10,356,460,426,6181,7268,1020,1144,3715,69,39,38
08/28/24 07:15,08/28/24 14:15,355,451,407,6208,7237,1020,1142,3644,69,48,45
08/28/24 07:20,08/28/24 14:20,355,430,375,6290,7324,1026,1140,3626,69,52,52
08/28/24 07:25,08/28/24 14:25,355,409,371,6309,7330,1025,1140,3617,69,60,59
08/28/24 07:30,08/28/24 14:30,355,388,365,6242,7270,1024,1143,3629,69,67,66
08/28/24 07:35,08/28/24 14:35,355,375,369,6357,7287,1027,1141,3538,69,76,74
08/28/24 07:40,08/28/24 14:40,355,371,358,6342,7258,1023,1145,3522,69,80,81
08/28/24 07:45,08/28/24 14:45,355,368,343,6357,7287,1027,1144,3547,69,89,89
08/28/24 07:50,08/28/24 14:50,355,356,334,6347,7261,1025,1146,3527,70,97,96
08/28/24 07:55,08/28/24 14:55,335,342,327,6246,7306,1027,1139,3662,82,102,103
08/28/24 08:00,08/28/24 15:00,314,336,319,6251,7334,1030,1140,3682,95,107,110
08/28/24 08:05,08/28/24 15:05,293,327,311,6352,7324,1027,1145,3574,108,115,118
08/28/24 08:10,08/28/24 15:10,272,316,311,6355,7414,1026,1145,3668,121,120,123
08/28/24 08:15,08/28/24 15:15,272,312,325,6386,7434,1031,1145,3677,121,122,126
08/28/24 08:20,08/28/24 15:20,272,315,334,6381,7450,1029,1143,3701,121,126,129
08/28/24 08:25,08/28/24 15:25,272,326,348,6380,7410,1028,1140,3676,121,127,130
08/28/24 08:30,08/28/24 15:30,272,338,353,6372,7412,1028,1137,3688,121,128,131
08/28/24 08:35,08/28/24 15:35,272,343,351,6386,7398,1031,1140,3666,121,129,132
08/28/24 08:40,08/28/24 15:40,272,351,343,6373,7390,1033,1142,3680,121,130,132
08/28/24 08:45,08/28/24 15:45,273,348,343,6268,7387,1030,1143,3762,122,132,132
08/28/24 08:50,08/28/24 15:50,273,344,327,6361,7385,1028,1140,3658,122,133,133
08/28/24 08:55,08/28/24 15:55,274,338,321,6347,7295,1029,1142,3574,123,133,133
08/28/24 09:00,08/28/24 16:00,276,333,318,6366,7313,1030,1143,3572,126,134,134
08/28/24 09:05,08/28/24 16:05,279,326,309,6353,6989,1028,1143,3256,128,134,133
08/28/24 09:10,08/28/24 16:10,281,323,304,6386,6927,1026,1142,3149,131,135,133
08/28/24 09:15,08/28/24 16:15,281,310,303,6363,6985,1029,1143,3232,131,135,133
08/28/24 09:20,08/28/24 16:20,281,306,301,6387,6957,1025,1142,3172,131,136,133
08/28/24 09:25,08/28/24 16:25,281,311,296,6329,6881,1029,1139,3156,131,136,133
08/28/24 09:30,08/28/24 16:30,281,309,279,6290,6934,1025,1137,3212,131,136,134
08/28/24 09:35,08/28/24 16:35,281,296,278,6292,6895,1028,1144,3208,131,136,134
08/28/24 09:40,08/28/24 16:40,281,287,267,6284,6880,1027,1142,3155,131,136,134
08/28/24 09:45,08/28/24 16:45,282,282,250,6273,6897,1026,1138,3174,132,136,134
08/28/24 09:50,08/28/24 16:50,282,273,223,6334,6945,1027,1138,3121,132,136,134
08/28/24 09:55,08/28/24 16:55,285,256,212,6298,6873,1024,1137,3083,132,136,134
08/28/24 10:00,08/28/24 17:00,290,238,208,6324,6848,1025,1143,3025,133,136,134
08/28/24 10:05,08/28/24 17:05,294,214,207,6286,6733,1025,1143,2956,134,135,133
08/28/24 10:10,08/28/24 17:10,299,210,217,6246,6701,1026,1142,2970,135,135,133
08/28/24 10:15,08/28/24 17:15,299,205,219,6294,6778,1026,1143,3001,135,136,133
08/28/24 10:20,08/28/24 17:20,299,205,221,6241,6749,1029,1142,3033,135,136,133
08/28/24 10:25,08/28/24 17:25,299,211,195,6280,6835,1027,1143,3057,135,136,131
08/28/24 10:30,08/28/24 17:30,299,212,178,6304,6821,1026,1140,3002,135,136,131
08/28/24 10:35,08/28/24 17:35,299,208,171,6324,6821,1027,1140,2963,135,136,131
08/28/24 10:40,08/28/24 17:40,299,189,164,6299,6742,1024,1143,2904,135,136,131
08/28/24 10:45,08/28/24 17:45,298,174,159,6300,6750,1024,1136,2896,134,136,131
08/28/24 10:50,08/28/24 17:50,298,168,149,6225,6706,1025,1136,2926,134,135,131
08/28/24 10:55,08/28/24 17:55,275,157,143,6271,6691,1025,1140,2854,134,135,131
08/28/24 11:00,08/28/24 18:00,250,149,130,6215,6582,1022,1140,2785,134,135,131
08/28/24 11:05,08/28/24 18:05,225,139,129,6220,6578,1025,1139,2776,134,134,132
08/28/24 11:10,08/28/24 18:10,201,133,123,6218,6451,1023,1134,2641,133,133,132
08/28/24 11:15,08/28/24 18:15,200,129,121,6216,6465,1025,1134,2659,133,133,131
08/28/24 11:20,08/28/24 18:20,200,119,110,6226,6451,1023,1134,2628,133,132,132
08/28/24 11:25,08/28/24 18:25,200,118,109,6240,6468,1024,1134,2628,133,132,132
08/28/24 11:30,08/28/24 18:30,200,116,92,6236,6505,1026,1137,2655,133,132,130
08/28/24 11:35,08/28/24 18:35,200,108,96,6311,6461,1024,1138,2561,133,131,128
08/28/24 11:40,08/28/24 18:40,200,106,97,6210,6458,1021,1137,2633,133,131,128
08/28/24 11:45,08/28/24 18:45,200,99,98,6278,6499,1024,1131,2609,132,129,132
08/28/24 11:50,08/28/24 18:50,199,96,90,6270,6545,1022,1132,2648,132,126,133
08/28/24 11:55,08/28/24 18:55,185,89,87,6305,6550,1020,1136,2625,131,128,133
08/28/24 12:00,08/28/24 19:00,170,85,82,6285,6534,1023,1131,2610,129,129,133
08/28/24 12:05,08/28/24 19:05,155,86,83,6293,6507,1025,1130,2592,127,128,133
08/28/24 12:10,08/28/24 19:10,140,83,88,6231,6500,1021,1134,2645,125,128,133
08/28/24 12:15,08/28/24 19:15,140,82,90,6281,6444,1022,1136,2551,125,127,134
08/28/24 12:20,08/28/24 19:20,140,86,88,6293,6570,1025,1131,2656,125,127,133
08/28/24 12:25,08/28/24 19:25,140,90,87,6289,6614,1021,1137,2704,125,127,133
08/28/24 12:30,08/28/24 19:30,140,92,80,6244,6586,1022,1131,2693,125,126,133
08/28/24 12:35,08/28/24 19:35,140,85,81,6208,6555,1021,1137,2720,125,126,134
08/28/24 12:40,08/28/24 19:40,140,79,81,6247,6494,1023,1135,2620,125,126,133
08/28/24 12:45,08/28/24 19:45,140,82,85,6281,6523,1023,1131,2614,124,125,134
08/28/24 12:50,08/28/24 19:50,139,82,83,6296,6520,1024,1137,2601,124,125,133
08/28/24 12:55,08/28/24 19:55,126,82,85,6300,6533,1025,1131,2587,123,125,133
08/28/24 13:00,08/28/24 20:00,112,85,68,6212,6579,1022,1137,2727,121,124,133
08/28/24 13:05,08/28/24 20:05,98,80,77,6207,6592,1022,1137,2757,119,124,133
08/28/24 13:10,08/28/24 20:10,84,75,66,6251,6472,1023,1137,2573,117,124,134
08/28/24 13:15,08/28/24 20:15,84,66,61,6296,6413,1021,1131,2464,117,123,133
08/28/24 13:20,08/28/24 20:20,84,61,52,6303,6504,1024,1136,2538,117,124,133
08/28/24 13:25,08/28/24 20:25,84,60,50,6214,6509,1019,1137,2633,117,125,133
08/28/24 13:30,08/28/24 20:30,84,56,51,6293,6517,1018,1136,2564,117,125,133
08/28/24 13:35,08/28/24 20:35,84,51,52,6293,6811,1018,1137,2858,117,125,135
08/28/24 13:40,08/28/24 20:40,84,56,54,6290,6954,1018,1133,3004,117,126,133
08/28/24 13:45,08/28/24 20:45,83,54,47,6309,6947,1014,1137,2976,116,127,134
08/28/24 13:50,08/28/24 20:50,83,52,42,6307,7077,1017,1137,3110,116,129,134
08/28/24 13:55,08/28/24 20:55,78,47,45,6227,7158,1017,1135,3276,111,129,134
08/28/24 14:00,08/28/24 21:00,73,42,41,6237,7118,1015,1134,3205,105,129,133
08/28/24 14:05,08/28/24 21:05,67,42,35,6348,7157,1018,1131,3096,98,130,102
08/28/24 14:10,08/28/24 21:10,61,40,33,6328,7212,1015,1137,3177,92,130,101
08/28/24 14:15,08/28/24 21:15,61,39,31,6279,7089,1017,1136,3103,92,130,101
08/28/24 14:20,08/28/24 21:20,61,36,25,6346,7041,1014,1136,2970,92,130,101
08/28/24 14:25,08/28/24 21:25,61,32,27,6254,7080,1015,1135,3107,92,130,101
08/28/24 14:30,08/28/24 21:30,61,28,26,6310,7125,1013,1136,3094,92,127,103
08/28/24 14:35,08/28/24 21:35,61,29,22,6362,7275,1017,1137,3191,92,125,104
08/28/24 14:40,08/28/24 21:40,61,29,27,6371,7229,1018,1132,3146,92,122,104
08/28/24 14:45,08/28/24 21:45,61,25,24,6371,7245,1018,1138,3158,93,119,104
08/28/24 14:50,08/28/24 21:50,60,23,23,6398,7325,1019,1135,3214,93,117,104
08/28/24 14:55,08/28/24 21:55,56,22,18,6331,7301,1015,1137,3251,93,116,104
08/28/24 15:00,08/28/24 22:00,52,21,19,6451,7445,1015,1138,3272,95,114,105
08/28/24 15:05,08/28/24 22:05,47,23,15,6396,7270,1014,1137,3153,96,113,106
08/28/24 15:10,08/28/24 22:10,42,20,14,6413,7272,1017,1137,3133,98,111,106
08/28/24 15:15,08/28/24 22:15,42,16,15,6400,7415,1018,1131,3285,98,111,106
08/28/24 15:20,08/28/24 22:20,42,14,17,6434,7447,1015,1137,3291,98,110,106
08/28/24 15:25,08/28/24 22:25,42,17,22,6441,7313,1016,1137,3151,98,109,106
08/28/24 15:30,08/28/24 22:30,42,18,22,6440,7377,1017,1136,3223,98,110,106
08/28/24 15:35,08/28/24 22:35,42,21,25,6445,7665,1012,1136,3505,98,110,106
08/28/24 15:40,08/28/24 22:40,42,21,25,6386,7535,1011,1131,3432,98,110,106
08/28/24 15:45,08/28/24 22:45,42,24,26,6392,7373,1014,1131,3262,97,110,107
08/28/24 15:50,08/28/24 22:50,41,25,22,6490,6751,1013,1134,2558,97,111,107
08/28/24 15:55,08/28/24 22:55,40,25,19,6466,6816,1011,1136,2629,96,112,107
08/28/24 16:00,08/28/24 23:00,38,24,17,6398,6991,1013,1137,2869,95,113,107
08/28/24 16:05,08/28/24 23:05,36,20,16,6554,7951,1013,1132,3673,93,114,108
08/28/24 16:10,08/28/24 23:10,34,21,16,6559,8048,1012,1135,3762,91,114,108
08/28/24 16:15,08/28/24 23:15,34,19,17,6558,8027,1015,1134,3745,91,115,108
08/28/24 16:20,08/28/24 23:20,34,17,17,6581,7974,1013,1137,3666,91,116,108
08/28/24 16:25,08/28/24 23:25,34,20,26,6574,7968,1016,1137,3682,91,116,108
08/28/24 16:30,08/28/24 23:30,34,20,32,6502,7956,1014,1133,3737,91,117,108
08/28/24 16:35,08/28/24 23:35,34,22,33,6625,7955,1017,1130,3614,91,117,108
08/28/24 16:40,08/28/24 23:40,34,30,36,6604,7982,1013,1134,3668,91,117,108
08/28/24 16:45,08/28/24 23:45,34,36,27,6552,8035,1009,1136,3759,91,117,107
08/28/24 16:50,08/28/24 23:50,35,35,37,6668,8088,1013,1136,3715,92,118,107
08/28/24 16:55,08/28/24 23:55,56,35,33,6598,8072,1012,1135,3762,98,118,107
08/28/24 17:00,08/29/24 00:00,78,33,33,6678,8008,1010,1134,3608,104,118,104
08/28/24 17:05,08/29/24 00:05,100,31,34,6676,7706,1012,1134,3345,111,118,133
08/28/24 17:10,08/29/24 00:10,123,31,38,6678,7736,1012,1134,3376,118,117,133
08/28/24 17:15,08/29/24 00:15,123,33,39,6621,7680,1011,1134,3374,118,117,133
08/28/24 17:20,08/29/24 00:20,123,37,37,6625,7703,1011,1134,3389,118,117,132
08/28/24 17:25,08/29/24 00:25,123,39,37,6641,7723,1011,1134,3408,118,116,132
08/28/24 17:30,08/29/24 00:30,123,39,48,6714,7886,1010,1134,3495,118,117,132
08/28/24 17:35,08/29/24 00:35,123,38,45,6724,8021,1009,1132,3617,118,118,132
08/28/24 17:40,08/29/24 00:40,123,44,55,6768,8140,1011,1128,3702,118,118,131
08/28/24 17:45,08/29/24 00:45,123,45,64,6687,8114,1012,1134,3770,118,115,129
08/28/24 17:50,08/29/24 00:50,122,54,66,6803,8325,1012,1134,3866,117,111,128
08/28/24 17:55,08/29/24 00:55,112,60,66,6787,8495,1012,1130,4039,113,108,123
08/28/24 18:00,08/29/24 01:00,101,66,55,6815,8425,1011,1132,3912,108,105,117
08/28/24 18:05,08/29/24 01:05,89,64,55,6821,8228,1013,1129,3743,102,100,116
08/28/24 18:10,08/29/24 01:10,78,62,49,6724,8284,1014,1133,3870,97,96,112
08/28/24 18:15,08/29/24 01:15,78,56,49,6797,8296,1014,1133,3804,97,90,107
08/28/24 18:20,08/29/24 01:20,78,50,53,6758,8260,1010,1134,3800,97,85,102
08/28/24 18:25,08/29/24 01:25,78,48,59,6783,8353,1013,1132,3871,97,82,97
08/28/24 18:30,08/29/24 01:30,78,55,56,6857,8481,1013,1134,3918,97,76,91
08/28/24 18:35,08/29/24 01:35,78,55,58,6763,8663,1013,1134,4190,97,72,83
08/28/24 18:40,08/29/24 01:40,78,57,59,6855,8645,1010,1129,4053,97,65,77
08/28/24 18:45,08/29/24 01:45,78,53,55,6854,8673,1011,1135,4091,96,62,70
08/28/24 18:50,08/29/24 01:50,79,55,55,6821,8672,1012,1133,4102,96,54,63
08/28/24 18:55,08/29/24 01:55,92,58,48,6852,8619,1013,1134,4023,85,52,57
08/28/24 19:00,08/29/24 02:00,106,55,43,6832,8652,1014,1134,4067,74,46,48
08/28/24 19:05,08/29/24 02:05,120,52,50,6838,8638,1013,1136,4026,62,40,46
08/28/24 19:10,08/29/24 02:10,134,46,61,6727,8566,1013,1133,4084,50,33,42
08/28/24 19:15,08/29/24 02:15,134,49,78,6716,8531,1014,1135,4080,50,28,38
08/28/24 19:20,08/29/24 02:20,134,61,91,6690,8555,1015,1136,4136,50,24,35
08/28/24 19:25,08/29/24 02:25,134,75,105,6764,8513,1015,1129,4048,50,20,32
08/28/24 19:30,08/29/24 02:30,134,90,112,6751,8474,1017,1135,4032,50,14,31
08/28/24 19:35,08/29/24 02:35,134,99,117,6748,8398,1016,1128,3949,50,9,30
08/28/24 19:40,08/29/24 02:40,134,111,126,6651,8362,1015,1135,4006,50,4,29
08/28/24 19:45,08/29/24 02:45,133,117,133,6692,8360,1019,1135,3984,49,1,29
08/28/24 19:50,08/29/24 02:50,133,121,138,6722,8453,1019,1130,4046,49,0,27
08/28/24 19:55,08/29/24 02:55,131,130,140,6743,8469,1019,1143,4054,44,0,27
08/28/24 20:00,08/29/24 03:00,129,139,144,6726,8466,1017,1138,4067,38,0,27
08/28/24 20:05,08/29/24 03:05,126,141,136,6655,8268,1017,1145,3956,31,0,21
08/28/24 20:10,08/29/24 03:10,123,141,136,6607,8260,1017,1143,3952,25,0,21
08/28/24 20:15,08/29/24 03:15,123,138,126,6650,8254,1017,1144,3917,25,0,21
08/28/24 20:20,08/29/24 03:20,123,135,121,6651,8205,1016,1138,3858,25,0,21
08/28/24 20:25,08/29/24 03:25,123,132,117,6738,8135,1017,1144,3697,25,0,21
08/28/24 20:30,08/29/24 03:30,123,126,109,6733,8089,1018,1145,3651,25,0,21
08/28/24 20:35,08/29/24 03:35,123,117,104,6713,8177,1018,1137,3745,25,0,21
08/28/24 20:40,08/29/24 03:40,123,112,99,6679,8147,1019,1144,3760,25,0,21
08/28/24 20:45,08/29/24 03:45,122,108,100,6694,8051,1020,1140,3641,24,0,21
08/28/24 20:50,08/29/24 03:50,122,102,102,6621,7984,1017,1144,3653,24,0,21
08/28/24 20:55,08/29/24 03:55,122,102,111,6618,7862,1018,1146,3533,23,0,21
08/28/24 21:00,08/29/24 04:00,122,102,116,6528,7676,1018,1144,3448,20,0,21
08/28/24 21:05,08/29/24 04:05,122,111,105,6502,7644,1021,1147,3426,18,0,11
08/28/24 21:10,08/29/24 04:10,121,113,106,6532,7613,1019,1146,3362,15,0,11
08/28/24 21:15,08/29/24 04:15,121,109,102,6509,7595,1022,1146,3365,15,0,11
08/28/24 21:20,08/29/24 04:20,121,103,96,6396,7596,1019,1143,3469,15,0,11
08/28/24 21:25,08/29/24 04:25,121,103,94,6438,7488,1021,1141,3319,15,0,11
08/28/24 21:30,08/29/24 04:30,121,100,87,6404,7489,1021,1146,3351,15,0,11
08/28/24 21:35,08/29/24 04:35,121,92,90,6250,7425,1018,1146,3438,15,0,11
08/28/24 21:40,08/29/24 04:40,121,91,91,6326,7421,1021,1147,3373,15,0,11
08/28/24 21:45,08/29/24 04:45,121,88,97,6269,7431,1022,1146,3443,15,0,11
08/28/24 21:50,08/29/24 04:50,122,90,95,6173,7243,1023,1147,3356,14,0,11
08/28/24 21:55,08/29/24 04:55,126,96,91,6119,7085,994,1142,3210,11,0,10
08/28/24 22:00,08/29/24 05:00,131,96,89,6149,7006,968,1148,3076,8,0,11
08/28/24 22:05,08/29/24 05:05,137,95,90,6079,6870,944,1148,2970,4,0,0
08/28/24 22:10,08/29/24 05:10,142,92,93,6002,6694,916,1141,2841,0,0,0
08/28/24 22:15,08/29/24 05:15,142,93,93,6050,6535,917,1148,2642,,0,0
08/28/24 22:20,08/29/24 05:20,142,95,92,6025,6533,916,1146,2662,,0,0
08/28/24 22:25,08/29/24 05:25,142,94,92,5981,6526,912,1148,2703,,0,0
08/28/24 22:30,08/29/24 05:30,142,92,83,5944,6506,908,1143,2699,,0,0
08/28/24 22:35,08/29/24 05:35,142,90,79,5821,6480,912,1139,2789,,0,0
08/28/24 22:40,08/29/24 05:40,142,87,76,5787,6424,910,1137,2760,,0,0
08/28/24 22:45,08/29/24 05:45,142,81,73,5828,6412,912,1142,2709,,0,0
08/28/24 22:50,08/29/24 05:50,141,78,69,5789,6410,911,1140,2745,,0,0
08/28/24 22:55,08/29/24 05:55,127,74,63,5713,6268,912,1141,2676,2,0,0
08/28/24 23:00,08/29/24 06:00,113,71,60,5717,6177,911,1141,2565,4,0,0
08/28/24 23:05,08/29/24 06:05,98,64,60,5726,5961,914,1141,2346,7,0,8
08/28/24 23:10,08/29/24 06:10,83,61,53,5682,5879,911,1141,2313,9,0,8
08/28/24 23:15,08/29/24 06:15,83,60,48,5602,5791,912,1143,2300,9,0,8
08/28/24 23:20,08/29/24 06:20,83,53,42,5516,5790,909,1140,2369,9,0,8
08/28/24 23:25,08/29/24 06:25,83,48,40,5505,5655,910,1143,2251,9,0,8
08/28/24 23:30,08/29/24 06:30,83,43,34,5521,5686,910,1141,2259,9,0,8
08/28/24 23:35,08/29/24 06:35,83,40,33,5502,5673,909,1137,2251,9,0,8
08/28/24 23:40,08/29/24 06:40,83,37,32,5405,5666,909,1140,2344,9,0,8
08/28/24 23:45,08/29/24 06:45,82,33,26,5445,5609,907,1142,2237,8,0,8
08/28/24 23:50,08/29/24 06:50,82,33,24,5346,5567,915,1143,2311,8,0,7
08/28/24 23:55,08/29/24 06:55,77,27,23,5427,5476,943,1141,2172,7,0,7
08/29/24 00:00,08/29/24 07:00,71,24,21,5384,5222,977,1143,1991,5,0,6
08/29/24 00:05,08/29/24 07:05,65,23,19,5355,5203,1007,1137,2021,2,0,0
08/29/24 00:10,08/29/24 07:10,59,21,16,5354,4963,1037,1143,1804,0,0,0
08/29/24 00:15,08/29/24 07:15,59,20,13,5269,4711,1034,1137,1614,,0,0
08/29/24 00:20,08/29/24 07:20,59,17,11,5295,4669,1037,1143,1550,,0,0
08/29/24 00:25,08/29/24 07:25,59,15,12,5241,4622,1034,1144,1565,,0,0
08/29/24 00:30,08/29/24 07:30,59,13,13,5206,4549,1040,1142,1527,,0,0
08/29/24 00:35,08/29/24 07:35,59,11,13,5293,4567,1037,1140,1461,,0,0
08/29/24 00:40,08/29/24 07:40,59,13,14,5277,4557,1036,1144,1473,,0,0
08/29/24 00:45,08/29/24 07:45,59,14,14,5246,4558,1035,1143,1512,,0,0
08/29/24 00:50,08/29/24 07:50,58,14,18,5252,4543,1035,1138,1483,,0,0
08/29/24 00:55,08/29/24 07:55,52,21,20,5201,4613,1037,1143,1610,,0,0
08/29/24 01:00,08/29/24 08:00,45,24,20,5124,4480,1040,1143,1556,,0,0
08/29/24 01:05,08/29/24 08:05,37,14,21,5100,4393,1041,1143,1493,,0,0
08/29/24 01:10,08/29/24 08:10,30,14,22,5175,4295,1039,1140,1324,,0,0
08/29/24 01:15,08/29/24 08:15,30,30,22,5176,4308,1039,1144,1340,,0,0
08/29/24 01:20,08/29/24 08:20,30,30,23,5173,4264,1042,1143,1297,,0,0
08/29/24 01:25,08/29/24 08:25,30,30,20,5132,4253,1037,1144,1319,,0,0
08/29/24 01:30,08/29/24 08:30,30,30,17,5144,4245,1044,1144,1315,,0,0
08/29/24 01:35,08/29/24 08:35,30,30,15,5131,4247,1040,1145,1314,,0,0
08/29/24 01:40,08/29/24 08:40,30,30,12,5129,4250,1039,1145,1317,,0,0
08/29/24 01:45,08/29/24 08:45,30,30,13,5113,4270,1042,1142,1354,,0,0
08/29/24 01:50,08/29/24 08:50,30,30,14,5015,4188,1041,1145,1375,,0,0
08/29/24 01:55,08/29/24 08:55,69,27,15,5055,4092,1039,1146,1245,,0,0
08/29/24 02:00,08/29/24 09:00,109,28,16,5084,3989,1036,1144,1109,,0,0
08/29/24 02:05,08/29/24 09:05,149,24,16,5070,3919,1026,1145,1033,,0,0
08/29/24 02:10,08/29/24 09:10,189,24,15,5000,3819,1024,1145,1002,,0,0
08/29/24 02:15,08/29/24 09:15,190,24,13,5077,3782,1027,1144,884,,0,0
08/29/24 02:20,08/29/24 09:20,190,24,11,5066,3791,1027,1145,910,,0,0
08/29/24 02:25,08/29/24 09:25,190,24,10,5064,3782,1027,1146,905,,0,0
08/29/24 02:30,08/29/24 09:30,190,24,9,5037,3782,1023,1143,913,,0,0
08/29/24 02:35,08/29/24 09:35,190,24,9,4953,3773,1026,1146,1001,,0,0
08/29/24 02:40,08/29/24 09:40,190,24,9,4954,3764,1025,1146,989,,0,0
08/29/24 02:45,08/29/24 09:45,189,24,10,4965,3747,1028,1140,960,,0,0
08/29/24 02:50,08/29/24 09:50,189,24,11,4948,3748,1025,1140,957,,0,0
08/29/24 02:55,08/29/24 09:55,189,23,11,5024,3748,1028,1145,903,,0,0
08/29/24 03:00,08/29/24 10:00,188,22,11,5019,3720,1022,1146,887,,0,0
08/29/24 03:05,08/29/24 10:05,187,21,11,5032,3711,1027,1146,862,,0,0
08/29/24 03:10,08/29/24 10:10,186,20,13,5063,3655,1028,1140,768,,0,0
08/29/24 03:15,08/29/24 10:15,186,20,13,5045,3816,1027,1140,960,,0,0
08/29/24 03:20,08/29/24 10:20,186,20,13,5064,4032,1024,1146,1152,,0,0
08/29/24 03:25,08/29/24 10:25,186,12,13,5064,3983,1023,1146,1108,,0,0
08/29/24 03:30,08/29/24 10:30,186,14,13,5048,4017,1019,1143,1146,,0,0
08/29/24 03:35,08/29/24 10:35,186,13,12,5057,4050,1024,1149,1179,,0,0
08/29/24 03:40,08/29/24 10:40,186,14,12,4970,4039,1027,1146,1251,,0,0
08/29/24 03:45,08/29/24 10:45,186,13,12,5044,4040,1026,1147,1181,,0,0
08/29/24 03:50,08/29/24 10:50,186,14,12,5076,4039,1024,1142,1144,,0,0
08/29/24 03:55,08/29/24 10:55,144,13,11,4986,4148,1028,1146,1337,,0,0
08/29/24 04:00,08/29/24 11:00,100,13,10,5084,4138,1030,1142,1224,,0,0
08/29/24 04:05,08/29/24 11:05,57,12,10,5111,4071,1040,1143,1160,,0,0
